month,stop_id,stop_name,boardings,alightings
2023-12,785,Oakland & Academy,37,35
2023-12,788,Ransom & N. Park,729,751
2023-12,799,Rose & Walnut,0,1
2023-12,1004,Kalamazoo Transit Center,45154,41337
2023-12,1011,Kalamazoo Transit Center,2283,2484
2023-12,1062,E. Michigan & S. Pitcher,99,74
2023-12,1067,W. Michigan & Academy,93,132
2023-12,1079,Rose St & Butler,1,54
2023-12,1082,S Rose St & Vine,15,23
2023-12,1084,Lovell & S. Burdick,7,22
2024-01,1,Rose at Water (NW Corner),2849,2622
2024-01,2,Rose at Michigan (SW side),242,66
2024-01,3,Rose at South (SW Corner),154,224
2024-01,4,Lovell at St. Johns (NE Corner),15,16
2024-01,5,Westnedge at Lovell (SW side),249,110
2024-01,6,Westnedge at Walnut (NW corner),92,105
2024-01,7,Westnedge at Vine (NW Corner),611,541
2024-01,51,Park at W. Vine (SE Corner),466,480
2024-01,52,Park at 519 Walnut,135,186
2024-01,53,Park at Lovell (SE Corner),21,152
2024-01,54,Park at South (NE Corner),75,388
2024-01,96,Portage at Walnut (SE Corner),77,142
2024-01,137,Kalamazoo & Park Street,148,56
2024-01,182,Michigan &,63,152
2024-01,184,Rose & Water,54,527
2024-01,210,Burdick & North,15,37
2024-01,260,North & N. Park,43,179
2024-01,261,North & Westnedge,72,138
2024-01,262,North & Simpson,17,87
2024-01,263,North & Woodward,17,67
2024-01,264,North St & Hawley street,32,179
2024-01,295,North & Stewart/Hawley,98,15
2024-01,296,North & Woodward,52,39
2024-01,297,North & Simpson,48,17
2024-01,298,North & Westnedge,58,80
2024-01,299,Ransom & Church,70,220
2024-01,300,Ransom & N. Rose,0,5
2024-01,515,Rose & Vine,20,4
2024-01,516,Rose & Walnut,2,7
2024-01,517,Rose & South,89,123
2024-01,518,Walnut & Burdick,236,385
2024-01,562,Walnut & Burdick,384,98
2024-01,563,Kalamazoo & Greenwich,45,13
2024-01,564,Kalamazoo & Elm,71,108
2024-01,565,Kalamazoo & Stuart,64,104
2024-01,605,W. Main & Catherine,39,65
2024-01,606,W. Main & RR Tracks,56,118
2024-01,607,North & Park,7,39
2024-01,628,Lovell & Westnedge,157,199
2024-01,629,Lovell & Oak,83,188
2024-01,630,Lovell & Davis,58,79
2024-01,640,South & Oak,268,128
2024-01,641,South & Westnedge,7,44
2024-01,776,Portage at South (NW Corner),45,11
2024-01,785,Oakland & Academy,33,32
2024-01,788,Ransom & N. Park,729,787
2024-01,799,Rose & Walnut,0,0
2024-01,1004,Kalamazoo Transit Center,44198,40937
2024-01,1011,Kalamazoo Transit Center,2127,2196
2024-01,1062,E. Michigan & S. Pitcher,109,68
2024-01,1067,W. Michigan & Academy,118,207
2024-01,1079,Rose St & Butler,0,102
2024-01,1082,S Rose St & Vine,14,18
2024-01,1084,Lovell & S. Burdick,6,18
2024-02,1,Rose at Water (NW Corner),3307,2848
2024-02,2,Rose at Michigan (SW side),291,105
2024-02,3,Rose at South (SW Corner),162,219
2024-02,4,Lovell at St. Johns (NE Corner),26,18
2024-02,5,Westnedge at Lovell (SW side),269,101
2024-02,6,Westnedge at Walnut (NW corner),124,127
2024-02,7,Westnedge at Vine (NW Corner),821,747
2024-02,51,Park at W. Vine (SE Corner),589,636
2024-02,52,Park at 519 Walnut,133,204
2024-02,53,Park at Lovell (SE Corner),19,179
2024-02,54,Park at South (NE Corner),93,506
2024-02,96,Portage at Walnut (SE Corner),112,149
2024-02,137,Kalamazoo & Park Street,119,73
2024-02,182,Michigan &,59,234
2024-02,184,Rose & Water,76,524
2024-02,210,Burdick & North,10,18
2024-02,260,North & N. Park,33,178
2024-02,261,North & Westnedge,91,123
2024-02,262,North & Simpson,24,94
2024-02,263,North & Woodward,30,55
2024-02,264,North St & Hawley street,37,209
2024-02,295,North & Stewart/Hawley,145,27
2024-02,296,North & Woodward,52,27
2024-02,297,North & Simpson,52,32
2024-02,298,North & Westnedge,86,113
2024-02,299,Ransom & Church,76,245
2024-02,300,Ransom & N. Rose,3,9
2024-02,515,Rose & Vine,32,10
2024-02,516,Rose & Walnut,3,2
2024-02,517,Rose & South,101,125
2024-02,518,Walnut & Burdick,209,432
2024-02,562,Walnut & Burdick,405,115
2024-02,563,Kalamazoo & Greenwich,19,8
2024-02,564,Kalamazoo & Elm,85,117
2024-02,565,Kalamazoo & Stuart,83,142
2024-02,605,W. Main & Catherine,48,48
2024-02,606,W. Main & RR Tracks,76,94
2024-02,607,North & Park,7,49
2024-02,628,Lovell & Westnedge,186,231
2024-02,629,Lovell & Oak,67,168
2024-02,630,Lovell & Davis,31,77
2024-02,640,South & Oak,243,120
2024-02,641,South & Westnedge,9,47
2024-02,776,Portage at South (NW Corner),52,9
2024-02,785,Oakland & Academy,21,24
2024-02,788,Ransom & N. Park,809,786
2024-02,799,Rose & Walnut,0,0
2024-02,1004,Kalamazoo Transit Center,48223,44302
2024-02,1011,Kalamazoo Transit Center,2832,2678
2024-02,1062,E. Michigan & S. Pitcher,103,72
2024-02,1067,W. Michigan & Academy,193,226
2024-02,1079,Rose St & Butler,0,70
2024-02,1082,S Rose St & Vine,27,22
2024-02,1084,Lovell & S. Burdick,8,29
2024-03,1,Rose at Water (NW Corner),3786,3066
2024-03,2,Rose at Michigan (SW side),258,110
2024-03,3,Rose at South (SW Corner),185,251
2024-03,4,Lovell at St. Johns (NE Corner),21,21
2024-03,5,Westnedge at Lovell (SW side),279,89
2024-03,6,Westnedge at Walnut (NW corner),95,117
2024-03,7,Westnedge at Vine (NW Corner),606,614
2024-03,51,Park at W. Vine (SE Corner),480,510
2024-03,52,Park at 519 Walnut,133,173
2024-03,53,Park at Lovell (SE Corner),28,152
2024-03,54,Park at South (NE Corner),70,493
2024-03,96,Portage at Walnut (SE Corner),140,164
2024-03,137,Kalamazoo & Park Street,217,53
2024-03,182,Michigan &,84,265
2024-03,184,Rose & Water,71,572
2024-03,210,Burdick & North,128,126
2024-03,260,North & N. Park,32,186
2024-03,261,North & Westnedge,56,107
2024-03,262,North & Simpson,26,87
2024-03,263,North & Woodward,29,63
2024-03,264,North St & Hawley street,33,217
2024-03,295,North & Stewart/Hawley,167,27
2024-03,296,North & Woodward,63,40
2024-03,297,North & Simpson,43,31
2024-03,298,North & Westnedge,83,77
2024-03,299,Ransom & Church,81,260
2024-03,300,Ransom & N. Rose,2,17
2024-03,515,Rose & Vine,30,8
2024-03,516,Rose & Walnut,2,5
2024-03,517,Rose & South,119,140
2024-03,518,Walnut & Burdick,235,394
2024-03,562,Walnut & Burdick,418,155
2024-03,563,Kalamazoo & Greenwich,18,12
2024-03,564,Kalamazoo & Elm,91,140
2024-03,565,Kalamazoo & Stuart,72,106
2024-03,605,W. Main & Catherine,55,72
2024-03,606,W. Main & RR Tracks,82,82
2024-03,607,North & Park,8,55
2024-03,628,Lovell & Westnedge,197,188
2024-03,629,Lovell & Oak,75,174
2024-03,630,Lovell & Davis,33,103
2024-03,640,South & Oak,246,123
2024-03,641,South & Westnedge,21,71
2024-03,776,Portage at South (NW Corner),93,19
2024-03,785,Oakland & Academy,39,25
2024-03,788,Ransom & N. Park,921,949
2024-03,799,Rose & Walnut,0,1
2024-03,1004,Kalamazoo Transit Center,46400,42645
2024-03,1011,Kalamazoo Transit Center,1364,1316
2024-03,1062,E. Michigan & S. Pitcher,1924,1658
2024-03,1067,W. Michigan & Academy,255,211
2024-03,1079,Rose St & Butler,0,74
2024-03,1082,S Rose St & Vine,23,31
2024-03,1084,Lovell & S. Burdick,10,47
2024-04,1,Rose at Water (NW Corner),3110,2753
2024-04,2,Rose at Michigan (SW side),233,112
2024-04,3,Rose at South (SW Corner),181,277
2024-04,4,Lovell at St. Johns (NE Corner),39,30
2024-04,5,Westnedge at Lovell (SW side),287,123
2024-04,6,Westnedge at Walnut (NW corner),118,110
2024-04,7,Westnedge at Vine (NW Corner),729,692
2024-04,51,Park at W. Vine (SE Corner),620,651
2024-04,52,Park at 519 Walnut,147,214
2024-04,53,Park at Lovell (SE Corner),39,180
2024-04,54,Park at South (NE Corner),82,464
2024-04,96,Portage at Walnut (SE Corner),129,175
2024-04,137,Kalamazoo & Park Street,193,84
2024-04,182,Michigan &,91,299
2024-04,184,Rose & Water,70,612
2024-04,210,Burdick & North,164,166
2024-04,260,North & N. Park,22,132
2024-04,261,North & Westnedge,82,155
2024-04,262,North & Simpson,27,103
2024-04,263,North & Woodward,24,83
2024-04,264,North St & Hawley street,28,228
2024-04,295,North & Stewart/Hawley,201,25
2024-04,296,North & Woodward,84,39
2024-04,297,North & Simpson,60,20
2024-04,298,North & Westnedge,86,98
2024-04,299,Ransom & Church,68,232
2024-04,300,Ransom & N. Rose,5,18
2024-04,515,Rose & Vine,19,11
2024-04,516,Rose & Walnut,4,3
2024-04,517,Rose & South,128,113
2024-04,518,Walnut & Burdick,280,443
2024-04,562,Walnut & Burdick,434,160
2024-04,563,Kalamazoo & Greenwich,32,13
2024-04,564,Kalamazoo & Elm,105,102
2024-04,565,Kalamazoo & Stuart,73,79
2024-04,605,W. Main & Catherine,49,106
2024-04,606,W. Main & RR Tracks,71,121
2024-04,607,North & Park,4,41
2024-04,628,Lovell & Westnedge,245,223
2024-04,629,Lovell & Oak,75,188
2024-04,630,Lovell & Davis,59,89
2024-04,640,South & Oak,273,96
2024-04,641,South & Westnedge,10,79
2024-04,776,Portage at South (NW Corner),88,29
2024-04,785,Oakland & Academy,50,23
2024-04,788,Ransom & N. Park,816,999
2024-04,799,Rose & Walnut,0,0
2024-04,1004,Kalamazoo Transit Center,48970,44259
2024-04,1011,Kalamazoo Transit Center,2248,1996
2024-04,1062,E. Michigan & S. Pitcher,2510,2253
2024-04,1067,W. Michigan & Academy,278,207
2024-04,1079,Rose St & Butler,3,62
2024-04,1082,S Rose St & Vine,41,32
2024-04,1084,Lovell & S. Burdick,11,45
2024-05,1,Rose at Water (NW Corner),3092,2917
2024-05,2,Rose at Michigan (SW side),289,117
2024-05,3,Rose at South (SW Corner),177,222
2024-05,4,Lovell at St. Johns (NE Corner),30,23
2024-05,5,Westnedge at Lovell (SW side),221,79
2024-05,6,Westnedge at Walnut (NW corner),133,117
2024-05,7,Westnedge at Vine (NW Corner),804,643
2024-05,51,Park at W. Vine (SE Corner),547,693
2024-05,52,Park at 519 Walnut,125,196
2024-05,53,Park at Lovell (SE Corner),39,174
2024-05,54,Park at South (NE Corner),111,525
2024-05,96,Portage at Walnut (SE Corner),147,181
2024-05,137,Kalamazoo & Park Street,145,85
2024-05,182,Michigan &,61,271
2024-05,184,Rose & Water,61,567
2024-05,210,Burdick & North,137,126
2024-05,260,North & N. Park,1248,1118
2024-05,261,North & Westnedge,103,119
2024-05,262,North & Simpson,19,97
2024-05,263,North & Woodward,20,60
2024-05,264,North St & Hawley street,33,199
2024-05,295,North & Stewart/Hawley,153,15
2024-05,296,North & Woodward,59,14
2024-05,297,North & Simpson,64,25
2024-05,298,North & Westnedge,119,146
2024-05,299,Ransom & Church,31,100
2024-05,300,Ransom & N. Rose,1,1
2024-05,515,Rose & Vine,13,5
2024-05,516,Rose & Walnut,8,7
2024-05,517,Rose & South,100,148
2024-05,518,Walnut & Burdick,255,493
2024-05,562,Walnut & Burdick,464,173
2024-05,563,Kalamazoo & Greenwich,25,14
2024-05,564,Kalamazoo & Elm,106,77
2024-05,565,Kalamazoo & Stuart,92,78
2024-05,605,W. Main & Catherine,44,89
2024-05,606,W. Main & RR Tracks,82,159
2024-05,607,North & Park,283,444
2024-05,628,Lovell & Westnedge,70,65
2024-05,629,Lovell & Oak,242,263
2024-05,630,Lovell & Davis,30,56
2024-05,640,South & Oak,220,111
2024-05,641,South & Westnedge,23,100
2024-05,776,Portage at South (NW Corner),100,24
2024-05,785,Oakland & Academy,30,34
2024-05,788,Ransom & N. Park,408,447
2024-05,799,Rose & Walnut,0,1
2024-05,1004,Kalamazoo Transit Center,44016,39793
2024-05,1011,Kalamazoo Transit Center,1159,977
2024-05,1062,E. Michigan & S. Pitcher,1174,1139
2024-05,1067,W. Michigan & Academy,263,208
2024-05,1079,Rose St & Butler,2,31
2024-05,1082,S Rose St & Vine,36,33
2024-05,1084,Lovell & S. Burdick,15,46
2024-06,1,Rose at Water (NW Corner),1212,1023
2024-06,2,Rose at Michigan (SW side),295,98
2024-06,3,Rose at South (SW Corner),189,194
2024-06,4,Lovell at St. Johns (NE Corner),21,12
2024-06,5,Westnedge at Lovell (SW side),215,77
2024-06,6,Westnedge at Walnut (NW corner),130,71
2024-06,7,Westnedge at Vine (NW Corner),529,443
2024-06,51,Park at W. Vine (SE Corner),355,411
2024-06,52,Park at 519 Walnut,114,225
2024-06,53,Park at Lovell (SE Corner),46,175
2024-06,54,Park at South (NE Corner),130,437
2024-06,96,Portage at Walnut (SE Corner),161,171
2024-06,137,Kalamazoo & Park Street,709,536
2024-06,182,Michigan &,52,239
2024-06,184,Rose & Water,112,636
2024-06,210,Burdick & North,51,154
2024-06,260,North & N. Park,2577,2283
2024-06,261,North & Westnedge,97,111
2024-06,262,North & Simpson,26,93
2024-06,263,North & Woodward,21,73
2024-06,264,North St & Hawley street,99,375
2024-06,295,North & Stewart/Hawley,115,12
2024-06,296,North & Woodward,316,100
2024-06,297,North & Simpson,56,28
2024-06,298,North & Westnedge,77,86
2024-06,299,Ransom & Church,0,2
2024-06,300,Ransom & N. Rose,13,17
2024-06,515,Rose & Vine,1,2
2024-06,516,Rose & Walnut,1,3
2024-06,517,Rose & South,104,102
2024-06,518,Walnut & Burdick,220,396
2024-06,562,Walnut & Burdick,379,144
2024-06,563,Kalamazoo & Greenwich,20,11
2024-06,564,Kalamazoo & Elm,67,74
2024-06,565,Kalamazoo & Stuart,84,55
2024-06,605,W. Main & Catherine,39,86
2024-06,606,W. Main & RR Tracks,44,89
2024-06,607,North & Park,253,348
2024-06,628,Lovell & Westnedge,35,15
2024-06,629,Lovell & Oak,227,229
2024-06,630,Lovell & Davis,24,40
2024-06,640,South & Oak,172,65
2024-06,641,South & Westnedge,20,67
2024-06,776,Portage at South (NW Corner),103,64
2024-06,785,Oakland & Academy,23,11
2024-06,788,Ransom & N. Park,0,0
2024-06,799,Rose & Walnut,0,0
2024-06,1004,Kalamazoo Transit Center,43068,39171
2024-06,1011,Kalamazoo Transit Center,2237,2063
2024-06,1062,E. Michigan & S. Pitcher,97,42
2024-06,1067,W. Michigan & Academy,77,35
2024-06,1079,Rose St & Butler,0,0
2024-06,1082,S Rose St & Vine,5,11
2024-06,1084,Lovell & S. Burdick,9,34
2024-07,1,Rose at Water (NW Corner),1222,784
2024-07,2,Rose at Michigan (SW side),280,76
2024-07,3,Rose at South (SW Corner),206,220
2024-07,4,Lovell at St. Johns (NE Corner),25,27
2024-07,5,Westnedge at Lovell (SW side),150,82
2024-07,6,Westnedge at Walnut (NW corner),99,94
2024-07,7,Westnedge at Vine (NW Corner),517,508
2024-07,51,Park at W. Vine (SE Corner),360,428
2024-07,52,Park at 519 Walnut,143,182
2024-07,53,Park at Lovell (SE Corner),35,132
2024-07,54,Park at South (NE Corner),134,455
2024-07,96,Portage at Walnut (SE Corner),144,168
2024-07,137,Kalamazoo & Park Street,220,89
2024-07,182,Michigan &,40,257
2024-07,184,Rose & Water,102,682
2024-07,210,Burdick & North,282,367
2024-07,260,North & N. Park,0,0
2024-07,261,North & Westnedge,150,282
2024-07,262,North & Simpson,16,72
2024-07,263,North & Woodward,8,41
2024-07,264,North St & Hawley street,71,310
2024-07,295,North & Stewart/Hawley,176,13
2024-07,296,North & Woodward,119,39
2024-07,297,North & Simpson,33,30
2024-07,298,North & Westnedge,79,76
2024-07,299,Ransom & Church,0,0
2024-07,300,Ransom & N. Rose,0,0
2024-07,515,Rose & Vine,0,2
2024-07,516,Rose & Walnut,19,1
2024-07,517,Rose & South,95,157
2024-07,518,Walnut & Burdick,261,474
2024-07,562,Walnut & Burdick,449,192
2024-07,563,Kalamazoo & Greenwich,16,18
2024-07,564,Kalamazoo & Elm,86,58
2024-07,565,Kalamazoo & Stuart,110,91
2024-07,605,W. Main & Catherine,47,107
2024-07,606,W. Main & RR Tracks,45,157
2024-07,607,North & Park,0,0
2024-07,628,Lovell & Westnedge,2,0
2024-07,629,Lovell & Oak,306,229
2024-07,630,Lovell & Davis,20,41
2024-07,640,South & Oak,206,87
2024-07,641,South & Westnedge,39,75
2024-07,776,Portage at South (NW Corner),60,64
2024-07,785,Oakland & Academy,18,13
2024-07,788,Ransom & N. Park,0,0
2024-07,799,Rose & Walnut,0,0
2024-07,1004,Kalamazoo Transit Center,49261,44362
2024-07,1011,Kalamazoo Transit Center,3153,3017
2024-07,1062,E. Michigan & S. Pitcher,114,41
2024-07,1067,W. Michigan & Academy,0,0
2024-07,1079,Rose St & Butler,1,4
2024-07,1082,S Rose St & Vine,12,17
2024-07,1084,Lovell & S. Burdick,11,49
2024-08,1,Rose at Water (NW Corner),2478,1857
2024-08,2,Rose at Michigan (SW side),266,73
2024-08,3,Rose at South (SW Corner),201,174
2024-08,4,Lovell at St. Johns (NE Corner),30,36
2024-08,5,Westnedge at Lovell (SW side),3,2
2024-08,6,Westnedge at Walnut (NW corner),1,4
2024-08,7,Westnedge at Vine (NW Corner),0,0
2024-08,51,Park at W. Vine (SE Corner),524,385
2024-08,52,Park at 519 Walnut,141,181
2024-08,53,Park at Lovell (SE Corner),24,137
2024-08,54,Park at South (NE Corner),122,366
2024-08,96,Portage at Walnut (SE Corner),123,182
2024-08,137,Kalamazoo & Park Street,181,60
2024-08,182,Michigan &,32,267
2024-08,184,Rose & Water,89,671
2024-08,210,Burdick & North,404,655
2024-08,260,North & N. Park,0,0
2024-08,261,North & Westnedge,210,357
2024-08,262,North & Simpson,28,96
2024-08,263,North & Woodward,10,75
2024-08,264,North St & Hawley street,39,264
2024-08,295,North & Stewart/Hawley,172,23
2024-08,296,North & Woodward,44,13
2024-08,297,North & Simpson,35,25
2024-08,298,North & Westnedge,74,102
2024-08,299,Ransom & Church,0,0
2024-08,300,Ransom & N. Rose,0,0
2024-08,515,Rose & Vine,2,8
2024-08,516,Rose & Walnut,13,10
2024-08,517,Rose & South,88,164
2024-08,518,Walnut & Burdick,284,536
2024-08,562,Walnut & Burdick,491,149
2024-08,563,Kalamazoo & Greenwich,19,18
2024-08,564,Kalamazoo & Elm,90,59
2024-08,565,Kalamazoo & Stuart,155,105
2024-08,605,W. Main & Catherine,43,113
2024-08,606,W. Main & RR Tracks,76,176
2024-08,607,North & Park,0,0
2024-08,628,Lovell & Westnedge,1,0
2024-08,629,Lovell & Oak,281,231
2024-08,630,Lovell & Davis,28,45
2024-08,640,South & Oak,140,82
2024-08,641,South & Westnedge,29,42
2024-08,776,Portage at South (NW Corner),63,30
2024-08,785,Oakland & Academy,20,17
2024-08,788,Ransom & N. Park,0,0
2024-08,799,Rose & Walnut,1,1
2024-08,1004,Kalamazoo Transit Center,50906,45334
2024-08,1011,Kalamazoo Transit Center,3229,3041
2024-08,1062,E. Michigan & S. Pitcher,112,49
2024-08,1067,W. Michigan & Academy,0,0
2024-08,1079,Rose St & Butler,0,0
2024-08,1082,S Rose St & Vine,22,7
2024-08,1084,Lovell & S. Burdick,3,25
2024-09,1,Rose at Water (NW Corner),7777,5930
2024-09,2,Rose at Michigan (SW side),258,72
2024-09,4,Lovell at St. Johns (NE Corner),20,19
2024-09,5,Westnedge at Lovell (SW side),3,7
2024-09,6,Westnedge at Walnut (NW corner),1,1
2024-09,7,Westnedge at Vine (NW Corner),8,12
2024-09,51,Park at W. Vine (SE Corner),542,458
2024-09,52,Park at 519 Walnut,153,146
2024-09,53,Park at Lovell (SE Corner),40,167
2024-09,54,Park at South (NE Corner),64,378
2024-09,96,Portage at Walnut (SE Corner),113,165
2024-09,137,Kalamazoo & Park Street,168,60
2024-09,182,Michigan &,31,234
2024-09,184,Rose & Water,89,741
2024-09,210,Burdick & North,601,996
2024-09,260,North & N. Park,9,9
2024-09,261,North & Westnedge,262,301
2024-09,262,North & Simpson,0,0
2024-09,263,North & Woodward,0,0
2024-09,264,North St & Hawley street,0,0
2024-09,295,North & Stewart/Hawley,0,0
2024-09,296,North & Woodward,0,0
2024-09,297,North & Simpson,73,28
2024-09,298,North & Westnedge,73,90
2024-09,299,Ransom & Church,0,0
2024-09,300,Ransom & N. Rose,0,0
2024-09,515,Rose & Vine,4,1
2024-09,516,Rose & Walnut,9,2
2024-09,517,Rose & South,,0
2024-09,518,Walnut & Burdick,308,546
2024-09,562,Walnut & Burdick,462,173
2024-09,563,Kalamazoo & Greenwich,23,22
2024-09,564,Kalamazoo & Elm,80,43
2024-09,565,Kalamazoo & Stuart,143,100
2024-09,605,W. Main & Catherine,34,93
2024-09,606,W. Main & RR Tracks,76,152
2024-09,607,North & Park,,0
2024-09,628,Lovell & Westnedge,1,1
2024-09,629,Lovell & Oak,267,159
2024-09,630,Lovell & Davis,29,33
2024-09,640,South & Oak,,0
2024-09,641,South & Westnedge,14,45
2024-09,776,Portage at South (NW Corner),72,34
2024-09,785,Oakland & Academy,21,31
2024-09,788,Ransom & N. Park,,0
2024-09,799,Rose & Walnut,1,2
2024-09,1004,Kalamazoo Transit Center,42588,39659
2024-09,1011,Kalamazoo Transit Center,3048,2931
2024-09,1062,E. Michigan & S. Pitcher,125,41
2024-09,1067,W. Michigan & Academy,,0
2024-09,1079,Rose St & Butler,0,0
2024-09,1082,S Rose St & Vine,12,12
2024-09,1084,Lovell & S. Burdick,3,22
2024-10,1,Rose at Water (NW Corner),4678,3808
2024-10,2,Rose at Michigan (SW side),264,121
2024-10,4,Lovell at St. Johns (NE Corner),14,27
2024-10,5,Westnedge at Lovell (SW side),142,48
2024-10,6,Westnedge at Walnut (NW corner),3,8
2024-10,7,Westnedge at Vine (NW Corner),21,37
2024-10,51,Park at W. Vine (SE Corner),495,484
2024-10,52,Park at 519 Walnut,175,196
2024-10,53,Park at Lovell (SE Corner),36,202
2024-10,54,Park at South (NE Corner),88,497
2024-10,96,Portage at Walnut (SE Corner),134,163
2024-10,137,Kalamazoo & Park Street,231,63
2024-10,182,Michigan &,34,275
2024-10,184,Rose & Water,63,663
2024-10,210,Burdick & North,649,880
2024-10,260,North & N. Park,75,51
2024-10,261,North & Westnedge,231,238
2024-10,262,North & Simpson,0,0
2024-10,263,North & Woodward,0,0
2024-10,264,North St & Hawley street,0,0
2024-10,295,North & Stewart/Hawley,0,0
2024-10,296,North & Woodward,0,0
2024-10,297,North & Simpson,81,42
2024-10,298,North & Westnedge,86,94
2024-10,299,Ransom & Church,,0
2024-10,300,Ransom & N. Rose,,0
2024-10,515,Rose & Vine,7,3
2024-10,516,Rose & Walnut,5,2
2024-10,517,Rose & South,,0
2024-10,518,Walnut & Burdick,280,535
2024-10,562,Walnut & Burdick,516,195
2024-10,563,Kalamazoo & Greenwich,27,15
2024-10,564,Kalamazoo & Elm,50,58
2024-10,565,Kalamazoo & Stuart,149,133
2024-10,605,W. Main & Catherine,5,87
2024-10,606,W. Main & RR Tracks,84,166
2024-10,607,North & Park,,0
2024-10,628,Lovell & Westnedge,107,111
2024-10,629,Lovell & Oak,179,157
2024-10,630,Lovell & Davis,49,71
2024-10,640,South & Oak,,0
2024-10,641,South & Westnedge,40,53
2024-10,776,Portage at South (NW Corner),630,393
2024-10,785,Oakland & Academy,43,41
2024-10,788,Ransom & N. Park,,0
2024-10,799,Rose & Walnut,1,0
2024-10,1004,Kalamazoo Transit Center,51409,47349
2024-10,1011,Kalamazoo Transit Center,3413,3152
2024-10,1062,E. Michigan & S. Pitcher,400,242
2024-10,1067,W. Michigan & Academy,,0
2024-10,1079,Rose St & Butler,0,3
2024-10,1082,S Rose St & Vine,20,7
2024-10,1084,Lovell & S. Burdick,15,35
2024-11,2,Rose at Michigan (SW side),487,267
2024-11,4,Lovell at St. Johns (NE Corner),206,30
2024-11,5,Westnedge at Lovell (SW side),0,0
2024-11,6,Westnedge at Walnut (NW corner),0,0
2024-11,7,Westnedge at Vine (NW Corner),1170,846
2024-11,51,Park at W. Vine (SE Corner),68,435
2024-11,52,Park at 519 Walnut,449,368
2024-11,53,Park at Lovell (SE Corner),50,233
2024-11,54,Park at South (NE Corner),33,155
2024-11,96,Portage at Walnut (SE Corner),155,170
2024-11,137,Kalamazoo & Park Street,33,83
2024-11,182,Michigan &,37,35
2024-11,184,Rose & Water,88,573
2024-11,210,Burdick & North,369,361
2024-11,260,North & N. Park,234,204
2024-11,261,North & Westnedge,39,83
2024-11,262,North & Simpson,0,0
2024-11,263,North & Woodward,0,0
2024-11,264,North St & Hawley street,0,0
2024-11,295,North & Stewart/Hawley,0,0
2024-11,296,North & Woodward,0,0
2024-11,297,North & Simpson,554,980
2024-11,298,North & Westnedge,28,23
2024-11,299,Ransom & Church,,0
2024-11,300,Ransom & N. Rose,,0
2024-11,515,Rose & Vine,9,3
2024-11,516,Rose & Walnut,478,173
2024-11,517,Rose & South,,0
2024-11,518,Walnut & Burdick,27,39
2024-11,562,Walnut & Burdick,221,511
2024-11,563,Kalamazoo & Greenwich,58,69
2024-11,564,Kalamazoo & Elm,22,35
2024-11,565,Kalamazoo & Stuart,129,124
2024-11,605,W. Main & Catherine,37,84
2024-11,606,W. Main & RR Tracks,67,164
2024-11,607,North & Park,,0
2024-11,628,Lovell & Westnedge,109,92
2024-11,629,Lovell & Oak,42,50
2024-11,630,Lovell & Davis,109,92
2024-11,640,South & Oak,,0
2024-11,641,South & Westnedge,126,80
2024-11,776,Portage at South (NW Corner),0,4
2024-11,785,Oakland & Academy,37,35
2024-11,788,Ransom & N. Park,,0
2024-11,799,Rose & Walnut,9,1
2024-11,1004,Kalamazoo Transit Center,47591,43312
2024-11,1011,Kalamazoo Transit Center,3011,2861
2024-11,1062,E. Michigan & S. Pitcher,65,81
2024-11,1067,W. Michigan & Academy,,0
2024-11,1079,Rose St & Butler,120,160
2024-11,1082,S Rose St & Vine,14,14
2024-11,1084,Lovell & S. Burdick,129,124
2024-12,2,Rose at Michigan (SW side),74,491
2024-12,4,Lovell at St. Johns (NE Corner),202,35
2024-12,5,Westnedge at Lovell (SW side),442,575
2024-12,6,Westnedge at Walnut (NW corner),0,0
2024-12,7,Westnedge at Vine (NW Corner),1241,991
2024-12,51,Park at W. Vine (SE Corner),124,105
2024-12,52,Park at 519 Walnut,7,9
2024-12,53,Park at Lovell (SE Corner),121,210
2024-12,54,Park at South (NE Corner),131,153
2024-12,96,Portage at Walnut (SE Corner),13,8
2024-12,137,Kalamazoo & Park Street,297,304
2024-12,182,Michigan &,443,370
2024-12,184,Rose & Water,13,13
2024-12,210,Burdick & North,269,251
2024-12,260,North & N. Park,20,145
2024-12,261,North & Westnedge,28,176
2024-12,262,North & Simpson,0,0
2024-12,263,North & Woodward,0,0
2024-12,264,North St & Hawley street,0,0
2024-12,295,North & Stewart/Hawley,0,0
2024-12,296,North & Woodward,0,0
2024-12,297,North & Simpson,40,68
2024-12,298,North & Westnedge,65,108
2024-12,299,Ransom & Church,,0
2024-12,300,Ransom & N. Rose,,0
2024-12,515,Rose & Vine,0,2
2024-12,516,Rose & Walnut,81,144
2024-12,517,Rose & South,,0
2024-12,518,Walnut & Burdick,71,87
2024-12,562,Walnut & Burdick,575,442
2024-12,563,Kalamazoo & Greenwich,93,75
2024-12,564,Kalamazoo & Elm,1,1
2024-12,565,Kalamazoo & Stuart,131,153
2024-12,605,W. Main & Catherine,71,87
2024-12,606,W. Main & RR Tracks,81,144
2024-12,607,North & Park,,0
2024-12,628,Lovell & Westnedge,82,63
2024-12,629,Lovell & Oak,8,25
2024-12,630,Lovell & Davis,82,63
2024-12,640,South & Oak,,0
2024-12,641,South & Westnedge,13,13
2024-12,776,Portage at South (NW Corner),0,1
2024-12,785,Oakland & Academy,65,108
2024-12,788,Ransom & N. Park,,0
