month,stop_id,stop_name,boardings,alightings
2024-12,799,Rose & Walnut,250,521
2024-12,1004,Kalamazoo Transit Center,45600,42025
2024-12,1011,Kalamazoo Transit Center,2779,2716
2024-12,1062,E. Michigan & S. Pitcher,28,52
2024-12,1067,W. Michigan & Academy,,0
2024-12,1079,Rose St & Butler,0,0
2024-12,1082,S Rose St & Vine,500,129
2024-12,1084,Lovell & S. Burdick,131,153
2025-01,2,Rose at Michigan (SW side),233,162
2025-01,3,Rose at South (SW Corner),99,239
2025-01,5,Westnedge at Lovell (SW side),498,333
2025-01,6,Westnedge at Walnut (NW corner),97,87
2025-01,7,Westnedge at Vine (NW Corner),560,632
2025-01,51,Park at W. Vine (SE Corner),458,394
2025-01,52,Park at 519 Walnut,160,170
2025-01,53,Park at Lovell (SE Corner),26,139
2025-01,54,Park at South (NE Corner),63,432
2025-01,96,Portage at Walnut (SE Corner),138,142
2025-01,137,Kalamazoo & Park Street,210,50
2025-01,184,Rose & Water,66,478
2025-01,210,Burdick & North,21,30
2025-01,260,North & N. Park,27,113
2025-01,261,North & Westnedge,32,66
2025-01,262,North & Simpson,13,75
2025-01,263,North & Woodward,4,78
2025-01,296,North & Woodward,46,18
2025-01,297,North & Simpson,62,6
2025-01,298,North & Westnedge,11,79
2025-01,299,Ransom & Church,16,164
2025-01,300,Ransom & N. Rose,1,3
2025-01,515,Rose & Vine,0,3
2025-01,516,Rose & Walnut,0,0
2025-01,517,Rose & South,108,130
2025-01,563,Kalamazoo & Greenwich,18,21
2025-01,564,Kalamazoo & Elm,107,101
2025-01,565,Kalamazoo & Stuart,122,148
2025-01,605,W. Main & Catherine,89,89
2025-01,607,North & Park,5,36
2025-01,628,Lovell & Westnedge,82,27
2025-01,629,Lovell & Oak,63,96
2025-01,630,Lovell & Davis,49,90
2025-01,640,South & Oak,147,74
2025-01,641,South & Westnedge,31,30
2025-01,785,Oakland & Academy,65,119
2025-01,788,Ransom & N. Park,1027,1246
2025-01,799,Rose & Walnut,8,2
2025-01,1004,Kalamazoo Transit Center,47627,43953
2025-01,1011,Kalamazoo Transit Center,2828,2833
2025-01,1062,E. Michigan & S. Pitcher,466,410
2025-01,1067,W. Michigan & Academy,130,174
2025-01,1082,S Rose St & Vine,9,9
2025-01,1084,Lovell & S. Burdick,10,35
2025-02,2,Rose at Michigan (SW side),171,100
2025-02,3,Rose at South (SW Corner),83,170
2025-02,5,Westnedge at Lovell (SW side),564,364
2025-02,6,Westnedge at Walnut (NW corner),95,86
2025-02,7,Westnedge at Vine (NW Corner),655,650
2025-02,51,Park at W. Vine (SE Corner),460,415
2025-02,52,Park at 519 Walnut,150,140
2025-02,53,Park at Lovell (SE Corner),20,156
2025-02,54,Park at South (NE Corner),38,412
2025-02,96,Portage at Walnut (SE Corner),119,172
2025-02,137,Kalamazoo & Park Street,205,54
2025-02,184,Rose & Water,54,481
2025-02,210,Burdick & North,18,22
2025-02,260,North & N. Park,53,160
2025-02,261,North & Westnedge,50,98
2025-02,262,North & Simpson,19,127
2025-02,263,North & Woodward,16,87
2025-02,296,North & Woodward,88,31
2025-02,297,North & Simpson,134,17
2025-02,298,North & Westnedge,20,98
2025-02,299,Ransom & Church,34,221
2025-02,300,Ransom & N. Rose,2,7
2025-02,515,Rose & Vine,1,16
2025-02,516,Rose & Walnut,9,1
2025-02,517,Rose & South,154,137
2025-02,563,Kalamazoo & Greenwich,10,24
2025-02,564,Kalamazoo & Elm,107,81
2025-02,565,Kalamazoo & Stuart,94,146
2025-02,605,W. Main & Catherine,60,71
2025-02,607,North & Park,1,30
2025-02,628,Lovell & Westnedge,96,12
2025-02,629,Lovell & Oak,34,83
2025-02,630,Lovell & Davis,46,46
2025-02,640,South & Oak,72,41
2025-02,641,South & Westnedge,16,48
2025-02,785,Oakland & Academy,75,103
2025-02,788,Ransom & N. Park,989,1006
2025-02,799,Rose & Walnut,0,0
2025-02,1004,Kalamazoo Transit Center,45053,41195
2025-02,1011,Kalamazoo Transit Center,2408,2535
2025-02,1062,E. Michigan & S. Pitcher,297,296
2025-02,1067,W. Michigan & Academy,84,128
2025-02,1082,S Rose St & Vine,11,30
2025-02,1084,Lovell & S. Burdick,11,30
2025-03,2,Rose at Michigan (SW side),323,120
2025-03,3,Rose at South (SW Corner),143,183
2025-03,5,Westnedge at Lovell (SW side),461,248
2025-03,6,Westnedge at Walnut (NW corner),102,63
2025-03,7,Westnedge at Vine (NW Corner),695,698
2025-03,51,Park at W. Vine (SE Corner),543,454
2025-03,52,Park at 519 Walnut,139,159
2025-03,53,Park at Lovell (SE Corner),30,162
2025-03,54,Park at South (NE Corner),71,395
2025-03,96,Portage at Walnut (SE Corner),151,183
2025-03,137,Kalamazoo & Park Street,115,13
2025-03,184,Rose & Water,49,444
2025-03,210,Burdick & North,17,5
2025-03,260,North & N. Park,34,100
2025-03,261,North & Westnedge,56,90
2025-03,262,North & Simpson,13,80
2025-03,263,North & Woodward,24,78
2025-03,296,North & Woodward,55,25
2025-03,297,North & Simpson,72,24
2025-03,298,North & Westnedge,45,68
2025-03,299,Ransom & Church,24,140
2025-03,300,Ransom & N. Rose,6,12
2025-03,515,Rose & Vine,7,16
2025-03,516,Rose & Walnut,3,2
2025-03,517,Rose & South,123,164
2025-03,563,Kalamazoo & Greenwich,19,15
2025-03,564,Kalamazoo & Elm,69,61
2025-03,565,Kalamazoo & Stuart,76,129
2025-03,605,W. Main & Catherine,53,60
2025-03,607,North & Park,5,33
2025-03,628,Lovell & Westnedge,107,8
2025-03,629,Lovell & Oak,45,109
2025-03,630,Lovell & Davis,61,71
2025-03,640,South & Oak,151,72
2025-03,641,South & Westnedge,14,55
2025-03,785,Oakland & Academy,76,123
2025-03,788,Ransom & N. Park,748,735
2025-03,799,Rose & Walnut,0,2
2025-03,1004,Kalamazoo Transit Center,49236,44626
2025-03,1011,Kalamazoo Transit Center,2723,2697
2025-03,1062,E. Michigan & S. Pitcher,239,159
2025-03,1067,W. Michigan & Academy,168,174
2025-03,1082,S Rose St & Vine,13,35
2025-03,1084,Lovell & S. Burdick,14,46
2025-04,1,Rose at Water (NW Corner),3,1
2025-04,2,Rose at Michigan (SW side),163,102
2025-04,3,Rose at South (SW Corner),122,191
2025-04,5,Westnedge at Lovell (SW side),548,292
2025-04,6,Westnedge at Walnut (NW corner),114,60
2025-04,7,Westnedge at Vine (NW Corner),756,671
2025-04,51,Park at W. Vine (SE Corner),528,438
2025-04,52,Park at 519 Walnut,151,177
2025-04,53,Park at Lovell (SE Corner),57,182
2025-04,54,Park at South (NE Corner),76,500
2025-04,96,Portage at Walnut (SE Corner),130,218
2025-04,137,Kalamazoo & Park Street,50,11
2025-04,184,Rose & Water,56,518
2025-04,210,Burdick & North,18,14
2025-04,260,North & N. Park,36,96
2025-04,261,North & Westnedge,46,81
2025-04,262,North & Simpson,19,70
2025-04,263,North & Woodward,10,83
2025-04,296,North & Woodward,96,44
2025-04,297,North & Simpson,56,13
2025-04,298,North & Westnedge,49,71
2025-04,299,Ransom & Church,41,185
2025-04,300,Ransom & N. Rose,1,1
2025-04,515,Rose & Vine,7,4
2025-04,516,Rose & Walnut,3,1
2025-04,517,Rose & South,137,169
2025-04,518,Walnut & Burdick,255,579
2025-04,562,Walnut & Burdick,430,149
2025-04,563,Kalamazoo & Greenwich,23,22
2025-04,564,Kalamazoo & Elm,78,52
2025-04,565,Kalamazoo & Stuart,83,127
2025-04,605,W. Main & Catherine,40,53
2025-04,607,North & Park,11,33
2025-04,628,Lovell & Westnedge,150,18
2025-04,629,Lovell & Oak,52,123
2025-04,630,Lovell & Davis,84,70
2025-04,640,South & Oak,212,80
2025-04,641,South & Westnedge,11,69
2025-04,785,Oakland & Academy,80,122
2025-04,788,Ransom & N. Park,420,278
2025-04,799,Rose & Walnut,2,1
2025-04,1004,Kalamazoo Transit Center,52386,48185
2025-04,1011,Kalamazoo Transit Center,2706,2575
2025-04,1062,E. Michigan & S. Pitcher,295,186
2025-04,1067,W. Michigan & Academy,149,201
2025-04,1082,S Rose St & Vine,15,34
2025-04,1084,Lovell & S. Burdick,15,34
2025-05,2,Rose at Michigan (SW side),194,101
2025-05,3,Rose at South (SW Corner),139,169
2025-05,5,Westnedge at Lovell (SW side),612,359
2025-05,6,Westnedge at Walnut (NW corner),105,75
2025-05,7,Westnedge at Vine (NW Corner),660,688
2025-05,51,Park at W. Vine (SE Corner),483,436
2025-05,52,Park at 519 Walnut,141,174
2025-05,53,Park at Lovell (SE Corner),60,204
2025-05,54,Park at South (NE Corner),43,402
2025-05,96,Portage at Walnut (SE Corner),131,184
2025-05,137,Kalamazoo & Park Street,51,6
2025-05,184,Rose & Water,53,492
2025-05,210,Burdick & North,15,14
2025-05,260,North & N. Park,25,97
2025-05,261,North & Westnedge,59,102
2025-05,262,North & Simpson,26,55
2025-05,263,North & Woodward,8,86
2025-05,296,North & Woodward,73,27
2025-05,297,North & Simpson,45,30
2025-05,298,North & Westnedge,57,81
2025-05,299,Ransom & Church,53,234
2025-05,300,Ransom & N. Rose,1,3
2025-05,515,Rose & Vine,9,13
2025-05,516,Rose & Walnut,0,0
2025-05,517,Rose & South,125,181
2025-05,518,Walnut & Burdick,261,602
2025-05,562,Walnut & Burdick,537,156
2025-05,563,Kalamazoo & Greenwich,27,16
2025-05,564,Kalamazoo & Elm,107,37
2025-05,565,Kalamazoo & Stuart,80,106
2025-05,605,W. Main & Catherine,42,64
2025-05,607,North & Park,6,28
2025-05,628,Lovell & Westnedge,63,31
2025-05,629,Lovell & Oak,42,44
2025-05,630,Lovell & Davis,5,39
2025-05,640,South & Oak,110,69
2025-05,641,South & Westnedge,11,52
2025-05,785,Oakland & Academy,82,116
2025-05,788,Ransom & N. Park,424,217
2025-05,799,Rose & Walnut,0,23
2025-05,1004,Kalamazoo Transit Center,48612,44094
2025-05,1011,Kalamazoo Transit Center,2840,2762
2025-05,1062,E. Michigan & S. Pitcher,269,162
2025-05,1067,W. Michigan & Academy,126,155
2025-05,1082,S Rose St & Vine,11,15
2025-05,1084,Lovell & S. Burdick,13,34
2025-06,2,Rose at Michigan (SW side),426,224
2025-06,3,Rose at South (SW Corner),203,217
2025-06,4,Lovell at St. Johns (NE Corner),10,23
2025-06,5,Westnedge at Lovell (SW side),257,104
2025-06,6,Westnedge at Walnut (NW corner),119,91
2025-06,7,Westnedge at Vine (NW Corner),550,549
2025-06,51,Park at W. Vine (SE Corner),393,335
2025-06,52,Park at 519 Walnut,147,172
2025-06,53,Park at Lovell (SE Corner),66,177
2025-06,54,Park at South (NE Corner),56,346
2025-06,96,Portage at Walnut (SE Corner),106,145
2025-06,137,Kalamazoo & Park Street,50,6
2025-06,182,Michigan &,29,141
2025-06,184,Rose & Water,53,458
2025-06,210,Burdick & North,17,7
2025-06,260,North & N. Park,22,94
2025-06,261,North & Westnedge,46,83
2025-06,262,North & Simpson,20,98
2025-06,263,North & Woodward,11,57
2025-06,264,North St & Hawley street,22,159
2025-06,295,North & Stewart/Hawley,145,14
2025-06,296,North & Woodward,64,62
2025-06,297,North & Simpson,95,21
2025-06,298,North & Westnedge,41,86
2025-06,299,Ransom & Church,31,231
2025-06,300,Ransom & N. Rose,2,3
2025-06,515,Rose & Vine,4,11
2025-06,516,Rose & Walnut,2,1
2025-06,517,Rose & South,122,192
2025-06,518,Walnut & Burdick,321,687
2025-06,562,Walnut & Burdick,570,191
2025-06,563,Kalamazoo & Greenwich,28,23
2025-06,564,Kalamazoo & Elm,91,48
2025-06,565,Kalamazoo & Stuart,62,102
2025-06,605,W. Main & Catherine,60,56
2025-06,606,W. Main & RR Tracks,45,110
2025-06,607,North & Park,8,38
2025-06,628,Lovell & Westnedge,51,37
2025-06,629,Lovell & Oak,11,41
2025-06,630,Lovell & Davis,5,24
2025-06,640,South & Oak,116,79
2025-06,641,South & Westnedge,10,36
2025-06,776,Portage at South (NW Corner),878,678
2025-06,785,Oakland & Academy,71,158
2025-06,788,Ransom & N. Park,354,165
2025-06,799,Rose & Walnut,4,11
2025-06,1004,Kalamazoo Transit Center,46166,41483
2025-06,1011,Kalamazoo Transit Center,2617,2529
2025-06,1062,E. Michigan & S. Pitcher,416,253
2025-06,1067,W. Michigan & Academy,122,121
2025-06,1082,S Rose St & Vine,10,11
2025-06,1084,Lovell & S. Burdick,15,38
2025-07,2,Rose at Michigan (SW side),492,198
2025-07,3,Rose at South (SW Corner),318,334
2025-07,4,Lovell at St. Johns (NE Corner),5,31
2025-07,5,Westnedge at Lovell (SW side),126,68
2025-07,6,Westnedge at Walnut (NW corner),85,83
2025-07,7,Westnedge at Vine (NW Corner),418,452
2025-07,51,Park at W. Vine (SE Corner),390,253
2025-07,52,Park at 519 Walnut,115,187
2025-07,53,Park at Lovell (SE Corner),32,160
2025-07,54,Park at South (NE Corner),48,388
2025-07,96,Portage at Walnut (SE Corner),124,212
2025-07,137,Kalamazoo & Park Street,39,16
2025-07,182,Michigan &,36,134
2025-07,184,Rose & Water,63,496
2025-07,210,Burdick & North,43,19
2025-07,260,North & N. Park,35,129
2025-07,261,North & Westnedge,57,129
2025-07,262,North & Simpson,19,137
2025-07,263,North & Woodward,10,45
2025-07,264,North St & Hawley street,30,213
2025-07,295,North & Stewart/Hawley,208,11
2025-07,296,North & Woodward,64,32
2025-07,297,North & Simpson,116,20
2025-07,298,North & Westnedge,59,90
2025-07,299,Ransom & Church,46,302
2025-07,300,Ransom & N. Rose,2,4
2025-07,515,Rose & Vine,14,11
2025-07,516,Rose & Walnut,6,2
2025-07,517,Rose & South,144,203
2025-07,518,Walnut & Burdick,363,677
2025-07,562,Walnut & Burdick,620,236
2025-07,563,Kalamazoo & Greenwich,36,30
2025-07,564,Kalamazoo & Elm,72,49
2025-07,565,Kalamazoo & Stuart,93,100
2025-07,605,W. Main & Catherine,34,47
2025-07,606,W. Main & RR Tracks,73,115
2025-07,607,North & Park,3,37
2025-07,628,Lovell & Westnedge,65,14
2025-07,629,Lovell & Oak,19,52
2025-07,630,Lovell & Davis,7,48
2025-07,640,South & Oak,117,51
2025-07,641,South & Westnedge,8,31
2025-07,776,Portage at South (NW Corner),826,672
2025-07,785,Oakland & Academy,63,130
2025-07,788,Ransom & N. Park,364,176
2025-07,799,Rose & Walnut,9,10
2025-07,1004,Kalamazoo Transit Center,49520,43686
2025-07,1011,Kalamazoo Transit Center,2514,2535
2025-07,1062,E. Michigan & S. Pitcher,467,290
2025-07,1067,W. Michigan & Academy,85,90
2025-07,1082,S Rose St & Vine,10,4
2025-07,1084,Lovell & S. Burdick,8,45
2025-08,2,Rose at Michigan (SW side),530,258
2025-08,3,Rose at South (SW Corner),253,268
2025-08,4,Lovell at St. Johns (NE Corner),17,18
2025-08,5,Westnedge at Lovell (SW side),111,61
2025-08,6,Westnedge at Walnut (NW corner),84,99
2025-08,7,Westnedge at Vine (NW Corner),377,455
2025-08,51,Park at W. Vine (SE Corner),346,282
2025-08,52,Park at 519 Walnut,132,200
2025-08,53,Park at Lovell (SE Corner),50,144
2025-08,54,Park at South (NE Corner),162,387
2025-08,96,Portage at Walnut (SE Corner),129,180
2025-08,137,Kalamazoo & Park Street,34,9
2025-08,182,Michigan &,44,168
2025-08,184,Rose & Water,52,479
2025-08,210,Burdick & North,34,7
2025-08,260,North & N. Park,38,97
2025-08,261,North & Westnedge,65,107
2025-08,262,North & Simpson,35,110
2025-08,263,North & Woodward,5,46
2025-08,264,North St & Hawley street,30,144
2025-08,295,North & Stewart/Hawley,135,12
2025-08,296,North & Woodward,35,22
2025-08,297,North & Simpson,112,24
2025-08,298,North & Westnedge,75,82
2025-08,299,Ransom & Church,48,203
2025-08,300,Ransom & N. Rose,1,6
2025-08,515,Rose & Vine,12,7
2025-08,516,Rose & Walnut,6,0
2025-08,517,Rose & South,107,153
2025-08,518,Walnut & Burdick,357,282
2025-08,562,Walnut & Burdick,599,217
2025-08,563,Kalamazoo & Greenwich,16,19
2025-08,564,Kalamazoo & Elm,104,50
2025-08,565,Kalamazoo & Stuart,81,72
2025-08,605,W. Main & Catherine,18,53
2025-08,606,W. Main & RR Tracks,80,76
2025-08,607,North & Park,1,27
2025-08,628,Lovell & Westnedge,47,16
2025-08,629,Lovell & Oak,40,84
2025-08,630,Lovell & Davis,14,53
2025-08,640,South & Oak,117,45
2025-08,641,South & Westnedge,2,13
2025-08,776,Portage at South (NW Corner),638,431
2025-08,785,Oakland & Academy,82,114
2025-08,788,Ransom & N. Park,290,127
2025-08,799,Rose & Walnut,,7
2025-08,1004,Kalamazoo Transit Center,44914,40299
2025-08,1011,Kalamazoo Transit Center,2359,2433
2025-08,1062,E. Michigan & S. Pitcher,325,179
2025-08,1067,W. Michigan & Academy,71,102
2025-08,1082,S Rose St & Vine,8,4
2025-08,1084,Lovell & S. Burdick,8,32
2025-09,2,Rose at Michigan (SW side),542,203
2025-09,3,Rose at South (SW Corner),191,258
2025-09,4,Lovell at St. Johns (NE Corner),15,17
2025-09,5,Westnedge at Lovell (SW side),232,125
2025-09,6,Westnedge at Walnut (NW corner),146,85
2025-09,7,Westnedge at Vine (NW Corner),532,680
2025-09,51,Park at W. Vine (SE Corner),462,280
2025-09,52,Park at 519 Walnut,186,183
2025-09,53,Park at Lovell (SE Corner),135,200
2025-09,54,Park at South (NE Corner),111,541
2025-09,96,Portage at Walnut (SE Corner),115,184
2025-09,137,Kalamazoo & Park Street,36,9
2025-09,182,Michigan &,24,151
2025-09,184,Rose & Water,56,534
2025-09,210,Burdick & North,20,19
2025-09,260,North & N. Park,29,109
2025-09,261,North & Westnedge,54,74
2025-09,262,North & Simpson,8,84
2025-09,263,North & Woodward,10,59
2025-09,264,North St & Hawley street,22,169
2025-09,295,North & Stewart/Hawley,78,8
2025-09,296,North & Woodward,43,21
2025-09,297,North & Simpson,58,14
2025-09,298,North & Westnedge,32,79
2025-09,299,Ransom & Church,73,239
2025-09,300,Ransom & N. Rose,2,9
2025-09,515,Rose & Vine,8,10
2025-09,516,Rose & Walnut,5,1
2025-09,517,Rose & South,115,191
2025-09,518,Walnut & Burdick,281,595
2025-09,562,Walnut & Burdick,563,164
2025-09,563,Kalamazoo & Greenwich,8,18
2025-09,564,Kalamazoo & Elm,121,49
2025-09,565,Kalamazoo & Stuart,88,73
2025-09,605,W. Main & Catherine,18,86
2025-09,607,North & Park,6,33
2025-09,628,Lovell & Westnedge,49,27
2025-09,629,Lovell & Oak,194,139
2025-09,630,Lovell & Davis,63,89
2025-09,640,South & Oak,199,106
2025-09,641,South & Westnedge,8,37
2025-09,776,Portage at South (NW Corner),677,567
2025-09,785,Oakland & Academy,125,158
2025-09,788,Ransom & N. Park,872,848
2025-09,799,Rose & Walnut,,21
2025-09,1004,Kalamazoo Transit Center,50771,45972
2025-09,1011,Kalamazoo Transit Center,2750,2790
2025-09,1062,E. Michigan & S. Pitcher,470,307
2025-09,1067,W. Michigan & Academy,189,161
2025-09,1082,S Rose St & Vine,7,2
2025-09,1084,Lovell & S. Burdick,6,38
2025-10,2,Rose at Michigan (SW side),571,231
2025-10,3,Rose at South (SW Corner),281,297
2025-10,4,Lovell at St. Johns (NE Corner),2,12
2025-10,5,Westnedge at Lovell (SW side),241,129
2025-10,6,Westnedge at Walnut (NW corner),153,127
2025-10,7,Westnedge at Vine (NW Corner),546,749
2025-10,51,Park at W. Vine (SE Corner),626,326
2025-10,52,Park at 519 Walnut,198,239
2025-10,53,Park at Lovell (SE Corner),42,153
2025-10,54,Park at South (NE Corner),78,492
2025-10,96,Portage at Walnut (SE Corner),130,183
2025-10,137,Kalamazoo & Park Street,32,7
2025-10,182,Michigan &,42,166
2025-10,184,Rose & Water,62,566
2025-10,210,Burdick & North,5,11
2025-10,260,North & N. Park,46,129
2025-10,261,North & Westnedge,83,124
2025-10,262,North & Simpson,33,114
2025-10,263,North & Woodward,26,106
2025-10,264,North St & Hawley street,34,219
2025-10,295,North & Stewart/Hawley,175,15
2025-10,296,North & Woodward,66,34
2025-10,297,North & Simpson,80,33
2025-10,298,North & Westnedge,64,105
2025-10,299,Ransom & Church,48,264
2025-10,300,Ransom & N. Rose,9,11
2025-10,515,Rose & Vine,30,11
2025-10,516,Rose & Walnut,27,1
2025-10,517,Rose & South,120,231
2025-10,518,Walnut & Burdick,359,633
2025-10,562,Walnut & Burdick,625,213
2025-10,563,Kalamazoo & Greenwich,14,12
2025-10,564,Kalamazoo & Elm,118,77
2025-10,565,Kalamazoo & Stuart,110,77
2025-10,605,W. Main & Catherine,37,84
2025-10,606,W. Main & RR Tracks,83,116
2025-10,607,North & Park,1,30
2025-10,628,Lovell & Westnedge,1,1
2025-10,629,Lovell & Oak,243,145
2025-10,630,Lovell & Davis,68,101
2025-10,640,South & Oak,169,109
2025-10,641,South & Westnedge,6,61
2025-10,776,Portage at South (NW Corner),489,254
2025-10,785,Oakland & Academy,115,171
2025-10,788,Ransom & N. Park,992,963
2025-10,799,Rose & Walnut,2,9
2025-10,1004,Kalamazoo Transit Center,57132,51301
2025-10,1011,Kalamazoo Transit Center,2833,2840
2025-10,1062,E. Michigan & S. Pitcher,420,260
2025-10,1067,W. Michigan & Academy,283,181
2025-10,1082,S Rose St & Vine,18,5
2025-10,1084,Lovell & S. Burdick,11,46
2025-11,2,Rose at Michigan (SW side),208,117
2025-11,3,Rose at South (SW Corner),216,220
2025-11,4,Lovell at St. Johns (NE Corner),6,11
2025-11,5,Westnedge at Lovell (SW side),176,89
2025-11,6,Westnedge at Walnut (NW corner),130,80
2025-11,7,Westnedge at Vine (NW Corner),487,645
2025-11,51,Park at W. Vine (SE Corner),528,287
2025-11,52,Park at 519 Walnut,200,219
2025-11,53,Park at Lovell (SE Corner),27,156
2025-11,54,Park at South (NE Corner),47,316
2025-11,96,Portage at Walnut (SE Corner),57,74
2025-11,137,Kalamazoo & Park Street,11,6
2025-11,182,Michigan &,37,160
2025-11,184,Rose & Water,66,560
2025-11,210,Burdick & North,9,5
2025-11,260,North & N. Park,39,112
2025-11,261,North & Westnedge,59,91
2025-11,262,North & Simpson,10,88
2025-11,263,North & Woodward,19,100
2025-11,264,North St & Hawley street,25,155
2025-11,295,North & Stewart/Hawley,196,15
2025-11,296,North & Woodward,78,34
2025-11,297,North & Simpson,71,25
2025-11,298,North & Westnedge,69,97
2025-11,299,Ransom & Church,53,273
2025-11,300,Ransom & N. Rose,18,19
2025-11,515,Rose & Vine,14,16
2025-11,516,Rose & Walnut,12,2
2025-11,517,Rose & South,118,206
2025-11,518,Walnut & Burdick,303,507
2025-11,562,Walnut & Burdick,516,227
2025-11,563,Kalamazoo & Greenwich,13,8
2025-11,564,Kalamazoo & Elm,94,58
2025-11,565,Kalamazoo & Stuart,107,105
2025-11,605,W. Main & Catherine,39,54
2025-11,606,W. Main & RR Tracks,52,103
2025-11,607,North & Park,3,20
2025-11,628,Lovell & Westnedge,25,5
2025-11,629,Lovell & Oak,36,66
2025-11,630,Lovell & Davis,35,67
2025-11,640,South & Oak,77,60
2025-11,641,South & Westnedge,6,65
2025-11,776,Portage at South (NW Corner),85,21
2025-11,785,Oakland & Academy,88,124
2025-11,788,Ransom & N. Park,255,122
2025-11,799,Rose & Walnut,15,25
2025-11,1004,Kalamazoo Transit Center,47982,43440
2025-11,1011,Kalamazoo Transit Center,2477,2518
2025-11,1062,E. Michigan & S. Pitcher,129,57
2025-11,1067,W. Michigan & Academy,127,137
2025-11,1082,S Rose St & Vine,33,3
2025-11,1084,Lovell & S. Burdick,2,29
2025-12,2,Rose at Michigan (SW side),141,105
2025-12,3,Rose at South (SW Corner),182,249
2025-12,4,Lovell at St. Johns (NE Corner),5,11
2025-12,5,Westnedge at Lovell (SW side),182,71
2025-12,6,Westnedge at Walnut (NW corner),163,94
2025-12,7,Westnedge at Vine (NW Corner),351,534
2025-12,51,Park at W. Vine (SE Corner),367,191
2025-12,52,Park at 519 Walnut,148,177
2025-12,53,Park at Lovell (SE Corner),17,98
2025-12,54,Park at South (NE Corner),30,298
2025-12,96,Portage at Walnut (SE Corner),45,64
2025-12,137,Kalamazoo & Park Street,13,3
2025-12,182,Michigan &,36,135
2025-12,184,Rose & Water,37,390
2025-12,210,Burdick & North,18,13
2025-12,260,North & N. Park,22,88
2025-12,261,North & Westnedge,46,76
2025-12,262,North & Simpson,13,53
2025-12,263,North & Woodward,12,40
2025-12,264,North St & Hawley street,24,178
2025-12,295,North & Stewart/Hawley,147,8
2025-12,296,North & Woodward,38,18
2025-12,297,North & Simpson,47,16
2025-12,298,North & Westnedge,58,77
2025-12,299,Ransom & Church,32,145
2025-12,300,Ransom & N. Rose,7,7
2025-12,515,Rose & Vine,28,21
2025-12,516,Rose & Walnut,3,3
2025-12,517,Rose & South,127,154
2025-12,518,Walnut & Burdick,237,449
2025-12,562,Walnut & Burdick,451,140
2025-12,563,Kalamazoo & Greenwich,14,21
2025-12,564,Kalamazoo & Elm,73,42
2025-12,565,Kalamazoo & Stuart,85,110
2025-12,605,W. Main & Catherine,27,38
2025-12,606,W. Main & RR Tracks,29,70
2025-12,607,North & Park,3,23
2025-12,628,Lovell & Westnedge,18,10
2025-12,629,Lovell & Oak,20,52
2025-12,630,Lovell & Davis,24,60
2025-12,640,South & Oak,95,38
2025-12,641,South & Westnedge,6,52
2025-12,776,Portage at South (NW Corner),60,15
2025-12,785,Oakland & Academy,84,75
2025-12,788,Ransom & N. Park,220,123
2025-12,799,Rose & Walnut,0,9
2025-12,1004,Kalamazoo Transit Center,36494,33392
2025-12,1011,Kalamazoo Transit Center,1835,1881
2025-12,1062,E. Michigan & S. Pitcher,98,40
2025-12,1067,W. Michigan & Academy,56,127
2025-12,1082,S Rose St & Vine,27,16
2025-12,1084,Lovell & S. Burdick,2,14
2026-01,2,Rose at Michigan (SW side),200,110
2026-01,3,Rose at South (SW Corner),225,362
2026-01,4,Lovell at St. Johns (NE Corner),4,12
2026-01,5,Westnedge at Lovell (SW side),245,101
2026-01,6,Westnedge at Walnut (NW corner),140,131
2026-01,7,Westnedge at Vine (NW Corner),501,728
2026-01,51,Park at W. Vine (SE Corner),537,291
2026-01,52,Park at 519 Walnut,171,158
2026-01,53,Park at Lovell (SE Corner),17,133
2026-01,54,Park at South (NE Corner),49,467
2026-01,96,Portage at Walnut (SE Corner),64,74
2026-01,137,Kalamazoo & Park Street,19,6
2026-01,182,Michigan &,27,132
2026-01,184,Rose & Water,52,484
2026-01,210,Burdick & North,25,23
2026-01,260,North & N. Park,30,154
2026-01,261,North & Westnedge,53,93
2026-01,262,North & Simpson,49,195
2026-01,263,North & Woodward,22,35
2026-01,264,North St & Hawley street,29,223
2026-01,295,North & Stewart/Hawley,174,22
2026-01,296,North & Woodward,49,24
2026-01,297,North & Simpson,128,52
2026-01,298,North & Westnedge,46,96
2026-01,299,Ransom & Church,52,274
2026-01,300,Ransom & N. Rose,16,20
2026-01,515,Rose & Vine,27,16
2026-01,516,Rose & Walnut,4,2
2026-01,517,Rose & South,154,218
2026-01,518,Walnut & Burdick,292,553
2026-01,562,Walnut & Burdick,532,133
2026-01,563,Kalamazoo & Greenwich,9,17
2026-01,564,Kalamazoo & Elm,84,54
2026-01,565,Kalamazoo & Stuart,112,174
2026-01,605,W. Main & Catherine,35,61
2026-01,606,W. Main & RR Tracks,58,93
2026-01,607,North & Park,7,35
2026-01,628,Lovell & Westnedge,1,1
2026-01,629,Lovell & Oak,82,131
2026-01,630,Lovell & Davis,73,137
2026-01,640,South & Oak,208,76
2026-01,641,South & Westnedge,8,81
2026-01,776,Portage at South (NW Corner),65,27
2026-01,785,Oakland & Academy,75,83
2026-01,788,Ransom & N. Park,344,144
2026-01,799,Rose & Walnut,5,25
2026-01,1004,Kalamazoo Transit Center,50233,45738
2026-01,1011,Kalamazoo Transit Center,2348,2432
2026-01,1062,E. Michigan & S. Pitcher,93,50
